log_code,user_code,event_timestamp,ip_address,resource,action,status,location,device_type,session_id,failure_reason
L00084617,U00228,2026-06-12T15:08:34.161788+00:00,10.10.13.42,Transactions,READ,success,Chennai,laptop,S104554,
L00084618,U00519,2026-08-23T23:33:06.161796+00:00,10.10.13.121,Dashboard,READ,success,Pune,mobile,S553062,
L00084619,U00686,2026-06-27T08:31:04.161805+00:00,10.10.13.218,Reports,VIEW,success,Bangalore,desktop,S351166,
L00084620,U00342,2026-06-12T07:43:58.161813+00:00,10.10.7.127,Reports,READ,success,Chennai,mobile,S422143,
L00084621,U00736,2026-07-03T05:51:01.161820+00:00,10.10.5.16,Dashboard,DOWNLOAD,success,Bangalore,mobile,S112601,
L00084622,U00696,2026-08-02T12:52:07.161828+00:00,10.10.9.49,Profile,VIEW,success,Kolkata,tablet,S207831,
L00084623,U00987,2026-07-04T22:43:40.161835+00:00,10.10.20.7,Documents,VIEW,success,Bangalore,laptop,S976484,
L00084624,U00433,2026-07-25T10:49:28.161846+00:00,10.10.5.17,Transactions,READ,success,Kolkata,laptop,S482009,
L00084625,U00439,2026-06-22T11:52:47.161853+00:00,10.10.4.192,Reports,VIEW,success,Pune,desktop,S467764,
L00084626,U00971,2026-07-05T18:14:23.161863+00:00,10.10.19.247,Profile,DOWNLOAD,success,Kolkata,laptop,S980163,
L00084627,U00236,2026-07-31T23:51:57.161877+00:00,10.10.6.243,Dashboard,DOWNLOAD,success,Mumbai,mobile,S596584,
L00084628,U00794,2026-06-28T00:58:04.161885+00:00,10.10.14.173,Documents,READ,success,Pune,tablet,S984664,
L00084629,U00563,2026-07-03T13:56:49.161893+00:00,10.10.17.193,Profile,READ,success,Mumbai,laptop,S420043,
L00084630,U00366,2026-09-03T04:07:31.161901+00:00,10.10.2.223,Transactions,VIEW,success,Ahmedabad,laptop,S991693,
L00084631,U00168,2026-08-02T17:55:03.161909+00:00,10.10.19.97,Documents,VIEW,success,Delhi,desktop,S428296,
L00084632,U00692,2026-06-18T18:33:43.161916+00:00,10.10.19.54,Profile,DOWNLOAD,success,Mumbai,tablet,S468667,
L00084633,U00699,2026-09-04T02:37:39.161924+00:00,10.10.9.39,Documents,DOWNLOAD,success,Pune,mobile,S779041,
L00084634,U00180,2026-08-07T05:29:11.161932+00:00,10.10.6.212,Profile,DOWNLOAD,success,Hyderabad,tablet,S517535,
L00084635,U00932,2026-07-17T11:11:41.161941+00:00,10.10.14.204,Dashboard,VIEW,success,Chennai,desktop,S698307,
L00084636,U00750,2026-08-28T16:12:42.161951+00:00,10.10.10.67,Dashboard,DOWNLOAD,success,Delhi,tablet,S169572,
L00084637,U00296,2026-06-25T14:01:45.161963+00:00,10.10.6.101,Reports,READ,success,Bangalore,laptop,S512170,
L00084638,U00726,2026-08-20T05:58:16.161971+00:00,10.10.1.219,Transactions,DOWNLOAD,success,Chennai,tablet,S205256,
L00084639,U00578,2026-08-29T16:38:29.161978+00:00,10.10.6.235,Documents,VIEW,success,Pune,desktop,S584335,
L00084640,U00769,2026-08-04T11:06:45.161986+00:00,10.10.3.193,Transactions,VIEW,success,Mumbai,desktop,S247771,
L00084641,U00644,2026-09-02T21:52:19.161994+00:00,10.10.11.2,Reports,DOWNLOAD,success,Mumbai,mobile,S298059,
L00084642,U00552,2026-06-14T02:16:04.162001+00:00,10.10.14.234,Documents,READ,success,Hyderabad,laptop,S471448,
L00084643,U00504,2026-08-22T16:44:44.162009+00:00,10.10.4.94,Transactions,READ,success,Ahmedabad,laptop,S321207,
L00084644,U00344,2026-06-19T09:12:47.162017+00:00,10.10.3.112,Reports,VIEW,success,Mumbai,tablet,S955024,
L00084645,U00290,2026-09-05T16:25:43.162024+00:00,10.10.2.7,Transactions,VIEW,success,Kolkata,laptop,S746792,
L00084646,U00388,2026-07-09T08:06:08.162035+00:00,10.10.16.174,Documents,VIEW,success,Hyderabad,desktop,S273068,
L00084647,U00824,2026-06-10T08:14:27.162043+00:00,10.10.7.138,Dashboard,VIEW,success,Hyderabad,mobile,S241058,
L00084648,U00782,2026-06-26T18:04:34.162051+00:00,10.10.6.76,Dashboard,VIEW,success,Kolkata,tablet,S967672,
L00084649,U00843,2026-08-24T06:43:54.162059+00:00,10.10.13.199,Transactions,VIEW,success,Kolkata,mobile,S122753,
L00084650,U00683,2026-07-18T23:15:19.162067+00:00,10.10.12.89,Documents,VIEW,success,Kolkata,desktop,S861040,
L00084651,U00962,2026-06-17T08:15:38.162074+00:00,10.10.6.88,Documents,DOWNLOAD,success,Delhi,mobile,S366827,
L00084652,U00844,2026-07-13T14:49:44.162082+00:00,10.10.5.55,Profile,DOWNLOAD,success,Ahmedabad,mobile,S205114,
L00084653,U00700,2026-08-07T06:00:48.162090+00:00,10.10.18.156,Documents,READ,success,Kolkata,laptop,S161587,
L00084654,U00134,2026-07-03T00:01:11.162098+00:00,10.10.20.220,Reports,DOWNLOAD,success,Delhi,laptop,S500710,
L00084655,U00190,2026-08-19T11:50:32.162119+00:00,10.10.2.201,Reports,VIEW,success,Mumbai,laptop,S599216,
L00084656,U00044,2026-08-25T08:17:34.162134+00:00,10.10.5.20,Dashboard,VIEW,success,Bangalore,desktop,S362596,
L00084657,U00571,2026-06-12T00:06:54.162146+00:00,10.10.17.122,Dashboard,DOWNLOAD,success,Chennai,tablet,S970070,
L00084658,U00310,2026-08-09T15:22:47.162159+00:00,10.10.9.34,Profile,READ,success,Bangalore,mobile,S947024,
L00084659,U00047,2026-07-31T08:29:54.162169+00:00,10.10.13.57,Dashboard,READ,success,Bangalore,tablet,S621041,
L00084660,U00193,2026-08-15T11:20:29.162178+00:00,10.10.18.23,Reports,DOWNLOAD,success,Bangalore,desktop,S290867,
L00084661,U00344,2026-06-16T10:17:45.162185+00:00,10.10.1.53,Profile,DOWNLOAD,success,Mumbai,desktop,S107811,
L00084662,U00233,2026-08-14T01:23:47.162193+00:00,10.10.13.242,Profile,DOWNLOAD,success,Kolkata,mobile,S176280,
L00084663,U00238,2026-08-13T00:03:16.162201+00:00,10.10.1.186,Transactions,DOWNLOAD,success,Kolkata,tablet,S203287,
L00084664,U00888,2026-07-26T21:34:50.162209+00:00,10.10.12.32,Transactions,VIEW,success,Kolkata,tablet,S173402,
L00084665,U00243,2026-07-06T07:49:29.162217+00:00,10.10.16.171,Transactions,VIEW,success,Kolkata,laptop,S276697,
L00084666,U00165,2026-09-03T13:49:57.162227+00:00,10.10.5.94,Transactions,VIEW,success,Ahmedabad,mobile,S957569,
L00084667,U00257,2026-07-06T06:14:00.162235+00:00,10.10.5.154,Reports,DOWNLOAD,success,Kolkata,mobile,S679397,
L00084668,U00816,2026-08-20T13:46:21.162242+00:00,10.10.10.247,Documents,VIEW,success,Ahmedabad,tablet,S202437,
L00084669,U00313,2026-06-10T03:14:45.162250+00:00,10.10.17.225,Reports,DOWNLOAD,success,Kolkata,laptop,S937722,
L00084670,U00934,2026-06-30T00:33:30.162257+00:00,10.10.8.206,Profile,VIEW,success,Delhi,tablet,S795107,
L00084671,U00739,2026-07-19T04:35:48.162265+00:00,10.10.5.98,Documents,VIEW,success,Pune,mobile,S510255,
L00084672,U00584,2026-06-15T11:15:37.162273+00:00,10.10.18.238,Transactions,VIEW,success,Hyderabad,desktop,S604445,
L00084673,U00152,2026-08-23T05:35:33.162281+00:00,10.10.13.19,Documents,DOWNLOAD,success,Bangalore,desktop,S841240,
L00084674,U00998,2026-07-07T17:20:46.162288+00:00,10.10.15.232,Documents,DOWNLOAD,success,Delhi,desktop,S228643,
L00084675,U00345,2026-09-04T19:15:05.162298+00:00,10.10.13.81,Dashboard,READ,success,Mumbai,tablet,S355072,
L00084676,U00488,2026-08-20T08:47:18.162309+00:00,10.10.2.109,Documents,DOWNLOAD,success,Delhi,mobile,S124572,
L00084677,U00345,2026-08-18T14:48:17.162317+00:00,10.10.11.163,Reports,DOWNLOAD,success,Mumbai,mobile,S467020,
L00084678,U00677,2026-09-03T06:28:26.162324+00:00,10.10.16.116,Documents,DOWNLOAD,success,Hyderabad,laptop,S235244,
L00084679,U00331,2026-08-10T19:13:27.162334+00:00,10.10.4.134,Profile,READ,success,Kolkata,mobile,S462883,
L00084680,U00380,2026-07-21T13:39:45.162342+00:00,10.10.4.218,Dashboard,READ,success,Bangalore,mobile,S421865,
L00084681,U00233,2026-07-19T07:15:48.162350+00:00,10.10.18.25,Documents,DOWNLOAD,success,Kolkata,laptop,S507704,
L00084682,U00857,2026-08-10T17:35:45.162358+00:00,10.10.14.64,Documents,READ,success,Delhi,laptop,S929446,
L00084683,U00658,2026-06-26T13:50:08.162366+00:00,10.10.18.83,Profile,DOWNLOAD,success,Ahmedabad,tablet,S125052,
L00084684,U00213,2026-08-15T21:14:42.162374+00:00,10.10.16.246,Documents,VIEW,success,Chennai,mobile,S382340,
L00084685,U00712,2026-07-10T09:13:40.162381+00:00,10.10.8.148,Reports,DOWNLOAD,success,Mumbai,laptop,S973794,
L00084686,U00145,2026-09-05T07:15:32.162392+00:00,10.10.9.253,Dashboard,VIEW,success,Pune,tablet,S538069,
L00084687,U00640,2026-08-27T10:50:30.162400+00:00,10.10.9.159,Profile,DOWNLOAD,success,Pune,mobile,S857604,
L00084688,U00982,2026-08-18T20:37:17.162408+00:00,10.10.9.188,Dashboard,DOWNLOAD,success,Mumbai,desktop,S330651,
L00084689,U00790,2026-07-07T22:26:55.162415+00:00,10.10.15.18,Reports,DOWNLOAD,success,Mumbai,mobile,S529829,
L00084690,U00455,2026-06-18T07:09:00.162423+00:00,10.10.20.26,Transactions,DOWNLOAD,success,Hyderabad,tablet,S641668,
L00084691,U00147,2026-07-17T00:00:26.162430+00:00,10.10.8.135,Transactions,READ,success,Pune,desktop,S325198,
L00084692,U00502,2026-07-08T03:14:21.162438+00:00,10.10.1.141,Dashboard,DOWNLOAD,success,Hyderabad,laptop,S994349,
L00084693,U00676,2026-07-04T10:00:58.162445+00:00,10.10.6.67,Reports,DOWNLOAD,success,Bangalore,laptop,S506656,
L00084694,U00312,2026-07-05T07:17:35.162453+00:00,10.10.12.125,Documents,READ,success,Kolkata,mobile,S878265,
L00084695,U00790,2026-07-19T02:30:33.162460+00:00,10.10.18.88,Transactions,VIEW,success,Mumbai,mobile,S859803,
L00084696,U00905,2026-06-11T04:14:09.162471+00:00,10.10.10.247,Profile,DOWNLOAD,success,Ahmedabad,laptop,S251412,
L00084697,U00833,2026-06-14T22:23:17.162479+00:00,10.10.11.192,Transactions,DOWNLOAD,success,Delhi,desktop,S984825,
L00084698,U00575,2026-08-12T14:11:11.162486+00:00,10.10.20.97,Transactions,DOWNLOAD,success,Chennai,desktop,S656530,
L00084699,U00038,2026-06-13T21:47:51.162494+00:00,10.10.20.213,Reports,DOWNLOAD,success,Mumbai,desktop,S963998,
L00084700,U00192,2026-08-15T18:06:54.162504+00:00,10.10.3.179,Dashboard,VIEW,success,Hyderabad,tablet,S559947,
L00084701,U00423,2026-07-28T21:29:27.162511+00:00,10.10.14.159,Transactions,DOWNLOAD,success,Bangalore,tablet,S236581,
L00084702,U00200,2026-08-24T09:49:23.162519+00:00,10.10.11.241,Transactions,VIEW,success,Mumbai,desktop,S642234,
L00084703,U00692,2026-07-11T04:13:53.162526+00:00,10.10.19.60,Documents,VIEW,success,Mumbai,tablet,S482969,
L00084704,U00958,2026-08-04T10:22:35.162534+00:00,10.10.18.86,Dashboard,READ,success,Bangalore,mobile,S232205,
L00084705,U00893,2026-06-08T23:39:44.162541+00:00,10.10.4.90,Documents,VIEW,success,Chennai,tablet,S932882,
L00084706,U00040,2026-09-06T07:25:47.162551+00:00,10.10.19.80,Profile,VIEW,success,Ahmedabad,tablet,S515749,
L00084707,U00335,2026-06-18T06:06:21.162559+00:00,10.10.2.123,Profile,VIEW,success,Pune,mobile,S823232,
L00084708,U00712,2026-06-28T13:14:53.162567+00:00,10.10.1.104,Documents,DOWNLOAD,success,Mumbai,mobile,S718225,
L00084709,U00386,2026-07-28T21:25:29.162574+00:00,10.10.9.3,Dashboard,VIEW,success,Hyderabad,laptop,S464759,
L00084710,U00561,2026-07-11T23:59:04.162582+00:00,10.10.7.32,Documents,VIEW,success,Ahmedabad,desktop,S805131,
L00084711,U00441,2026-06-26T09:06:51.162590+00:00,10.10.3.29,Documents,READ,success,Delhi,desktop,S810560,
L00084712,U00720,2026-07-22T17:21:21.162598+00:00,10.10.8.234,Documents,VIEW,success,Kolkata,mobile,S837785,
L00084713,U00963,2026-07-27T04:18:30.162608+00:00,10.10.1.69,Reports,VIEW,success,Pune,desktop,S545776,
L00084714,U00332,2026-06-10T03:49:48.162617+00:00,10.10.4.174,Documents,VIEW,success,Bangalore,tablet,S700785,
L00084715,U00219,2026-08-30T13:21:53.162626+00:00,10.10.11.232,Reports,VIEW,success,Pune,laptop,S467594,
L00084716,U00912,2026-07-09T11:44:07.162636+00:00,10.10.14.242,Profile,READ,success,Ahmedabad,tablet,S389206,
L00084717,U00303,2026-07-14T03:26:23.162644+00:00,10.10.14.11,Reports,READ,success,Mumbai,desktop,S589496,
L00084718,U00213,2026-07-03T06:26:29.162652+00:00,10.10.17.141,Transactions,DOWNLOAD,success,Chennai,laptop,S268075,
L00084719,U00606,2026-08-12T12:10:55.162659+00:00,10.10.14.253,Reports,VIEW,success,Chennai,tablet,S856474,
L00084720,U00410,2026-08-19T01:57:42.162666+00:00,10.10.8.50,Transactions,DOWNLOAD,success,Pune,laptop,S988502,
L00084721,U00731,2026-08-30T07:36:35.162674+00:00,10.10.13.100,Transactions,VIEW,success,Delhi,tablet,S945674,
L00084722,U00677,2026-06-15T22:43:03.162685+00:00,10.10.13.60,Profile,READ,success,Hyderabad,mobile,S502391,
L00084723,U00190,2026-08-23T07:39:19.162693+00:00,10.10.14.174,Transactions,VIEW,success,Mumbai,mobile,S658243,
L00084724,U00349,2026-06-21T04:15:37.162700+00:00,10.10.4.189,Transactions,DOWNLOAD,success,Delhi,desktop,S180058,
L00084725,U00996,2026-08-31T17:19:59.162707+00:00,10.10.14.207,Transactions,DOWNLOAD,success,Mumbai,laptop,S947003,
L00084726,U00150,2026-07-19T14:38:00.162718+00:00,10.10.4.145,Transactions,READ,success,Pune,mobile,S715250,
L00084727,U00316,2026-06-11T09:25:53.162729+00:00,10.10.19.177,Transactions,READ,success,Hyderabad,desktop,S397686,
L00084728,U00922,2026-06-19T17:46:35.162736+00:00,10.10.8.30,Reports,READ,success,Pune,laptop,S282860,
L00084729,U00621,2026-06-23T07:11:45.162744+00:00,10.10.2.18,Profile,READ,success,Delhi,mobile,S444914,
L00084730,U00979,2026-08-19T18:16:20.162752+00:00,10.10.12.20,Documents,DOWNLOAD,success,Ahmedabad,tablet,S874374,
L00084731,U00373,2026-09-02T02:01:25.162759+00:00,10.10.20.90,Reports,READ,success,Chennai,mobile,S299493,
L00084732,U00003,2026-08-26T01:39:20.162767+00:00,10.10.20.142,Transactions,VIEW,success,Bangalore,mobile,S143581,
L00084733,U00735,2026-08-19T17:46:02.162774+00:00,10.10.8.83,Reports,READ,success,Pune,desktop,S364574,
L00084734,U00917,2026-06-27T14:19:51.162782+00:00,10.10.7.241,Dashboard,VIEW,success,Chennai,laptop,S723387,
L00084735,U00086,2026-08-16T10:25:28.162790+00:00,10.10.1.24,Dashboard,READ,success,Ahmedabad,desktop,S895317,
L00084736,U00115,2026-08-07T17:34:53.162801+00:00,10.10.4.220,Reports,DOWNLOAD,success,Pune,laptop,S317519,
L00084737,U00028,2026-06-19T16:40:59.162810+00:00,10.10.2.7,Profile,READ,success,Pune,mobile,S749277,
L00084738,U00349,2026-07-18T02:17:48.162818+00:00,10.10.9.161,Profile,READ,success,Delhi,laptop,S315861,
L00084739,U00698,2026-08-20T01:31:30.162825+00:00,10.10.15.202,Reports,READ,success,Delhi,mobile,S316692,
L00084740,U00668,2026-08-29T17:12:55.162832+00:00,10.10.5.8,Dashboard,READ,success,Hyderabad,laptop,S452424,
L00084741,U00194,2026-08-04T08:13:39.162841+00:00,10.10.5.170,Documents,READ,success,Bangalore,desktop,S387815,
L00084742,U00248,2026-08-28T23:56:43.162849+00:00,10.10.5.25,Transactions,VIEW,success,Mumbai,desktop,S777593,
L00084743,U00228,2026-07-25T04:54:18.162859+00:00,10.10.6.117,Profile,READ,success,Chennai,tablet,S581613,
L00084744,U00269,2026-07-18T18:09:17.162868+00:00,10.10.4.79,Dashboard,VIEW,success,Chennai,desktop,S607678,
L00084745,U00669,2026-08-08T20:42:04.162875+00:00,10.10.4.75,Dashboard,DOWNLOAD,success,Delhi,desktop,S591970,
L00084746,U00187,2026-07-20T15:28:32.162886+00:00,10.10.1.8,Documents,READ,success,Mumbai,tablet,S472167,
L00084747,U00336,2026-07-28T23:39:08.162894+00:00,10.10.6.243,Profile,DOWNLOAD,success,Hyderabad,tablet,S789130,
L00084748,U00648,2026-07-30T16:11:46.162901+00:00,10.10.8.92,Reports,VIEW,success,Pune,tablet,S168832,
L00084749,U00236,2026-07-28T00:00:51.162910+00:00,10.10.5.72,Profile,DOWNLOAD,success,Mumbai,laptop,S107221,
L00084750,U00659,2026-08-27T06:55:14.162918+00:00,10.10.17.85,Transactions,READ,success,Pune,tablet,S178193,
L00084751,U00159,2026-06-10T19:32:52.162926+00:00,10.10.16.75,Reports,VIEW,success,Pune,desktop,S558124,
L00084752,U00458,2026-06-23T06:15:42.162933+00:00,10.10.12.16,Profile,READ,success,Pune,mobile,S251595,
L00084753,U00706,2026-08-27T12:16:40.162941+00:00,10.10.17.61,Profile,DOWNLOAD,success,Bangalore,laptop,S390849,
L00084754,U00349,2026-06-10T05:33:38.162948+00:00,10.10.7.48,Dashboard,VIEW,success,Delhi,desktop,S965535,
L00084755,U00854,2026-08-01T06:48:29.162955+00:00,10.10.17.16,Documents,VIEW,success,Hyderabad,mobile,S275554,
L00084756,U00982,2026-06-17T11:45:51.162965+00:00,10.10.8.40,Dashboard,DOWNLOAD,success,Mumbai,mobile,S730741,
L00084757,U00766,2026-07-13T09:16:47.162972+00:00,10.10.11.95,Documents,VIEW,success,Mumbai,laptop,S216696,
L00084758,U00205,2026-06-28T20:09:46.162980+00:00,10.10.12.59,Reports,READ,success,Hyderabad,laptop,S763872,
L00084759,U00632,2026-07-08T05:18:00.162987+00:00,10.10.9.2,Reports,VIEW,success,Ahmedabad,desktop,S530771,
L00084760,U00122,2026-07-10T00:19:11.162995+00:00,10.10.13.182,Profile,DOWNLOAD,success,Delhi,desktop,S145255,
L00084761,U00994,2026-07-18T09:49:22.163002+00:00,10.10.6.26,Documents,DOWNLOAD,success,Mumbai,desktop,S421405,
L00084762,U00295,2026-07-03T07:45:21.163010+00:00,10.10.10.58,Profile,VIEW,success,Kolkata,mobile,S613379,
L00084763,U00997,2026-07-01T17:16:23.163017+00:00,10.10.6.237,Dashboard,DOWNLOAD,success,Ahmedabad,desktop,S600787,
L00084764,U00856,2026-06-28T09:55:11.163027+00:00,10.10.4.138,Reports,READ,success,Kolkata,laptop,S838150,
L00084765,U00012,2026-06-13T04:57:09.163036+00:00,10.10.20.95,Profile,READ,success,Ahmedabad,laptop,S112703,
L00084766,U00155,2026-07-27T20:09:49.163047+00:00,10.10.19.250,Transactions,READ,success,Mumbai,desktop,S243201,
L00084767,U00012,2026-08-14T10:36:18.163055+00:00,10.10.7.202,Profile,VIEW,success,Ahmedabad,mobile,S639307,
L00084768,U00777,2026-06-08T17:09:43.163063+00:00,10.10.11.70,Reports,DOWNLOAD,success,Delhi,laptop,S650401,
L00084769,U00120,2026-08-27T11:22:23.163072+00:00,10.10.11.81,Dashboard,DOWNLOAD,success,Ahmedabad,laptop,S424937,
L00084770,U00894,2026-07-10T17:46:14.163080+00:00,10.10.3.82,Transactions,DOWNLOAD,success,Delhi,laptop,S259176,
L00084771,U00556,2026-09-04T00:53:16.163087+00:00,10.10.9.122,Dashboard,VIEW,success,Bangalore,tablet,S689500,
L00084772,U00817,2026-08-03T13:27:05.163095+00:00,10.10.5.20,Documents,READ,success,Pune,desktop,S703248,
L00084773,U00365,2026-07-15T03:31:53.163110+00:00,10.10.13.163,Documents,DOWNLOAD,success,Ahmedabad,laptop,S801575,
L00084774,U00200,2026-06-13T19:02:39.163123+00:00,10.10.9.196,Transactions,DOWNLOAD,success,Mumbai,desktop,S377971,
L00084775,U00862,2026-07-26T12:40:57.163135+00:00,10.10.15.37,Reports,VIEW,success,Chennai,mobile,S202123,
L00084776,U00652,2026-07-07T16:12:38.163150+00:00,10.10.8.141,Documents,DOWNLOAD,success,Ahmedabad,laptop,S959403,
L00084777,U00742,2026-08-08T04:17:40.163164+00:00,10.10.13.119,Dashboard,READ,success,Mumbai,desktop,S992697,
L00084778,U00149,2026-07-17T05:43:52.163172+00:00,10.10.10.173,Reports,DOWNLOAD,success,Hyderabad,mobile,S266465,
L00084779,U00782,2026-07-19T12:39:41.163181+00:00,10.10.4.162,Documents,VIEW,success,Kolkata,mobile,S625529,
L00084780,U00953,2026-06-20T08:04:19.163189+00:00,10.10.20.134,Reports,VIEW,success,Kolkata,tablet,S684223,
L00084781,U00402,2026-07-07T03:43:11.163198+00:00,10.10.18.218,Dashboard,DOWNLOAD,success,Delhi,laptop,S538440,
L00084782,U00388,2026-06-15T23:51:49.163206+00:00,10.10.5.165,Documents,READ,success,Hyderabad,tablet,S233498,
L00084783,U00306,2026-06-16T18:18:25.163214+00:00,10.10.3.32,Dashboard,DOWNLOAD,success,Kolkata,tablet,S807936,
L00084784,U00429,2026-07-09T13:05:23.163221+00:00,10.10.19.136,Transactions,READ,success,Delhi,mobile,S602516,
L00084785,U00999,2026-08-09T03:13:33.163232+00:00,10.10.20.180,Transactions,READ,success,Hyderabad,mobile,S535357,
L00084786,U00100,2026-07-18T18:26:06.163243+00:00,10.10.19.81,Documents,VIEW,success,Pune,laptop,S935251,
L00084787,U00759,2026-06-11T10:22:03.163251+00:00,10.10.11.111,Dashboard,DOWNLOAD,success,Hyderabad,laptop,S259824,
L00084788,U00086,2026-08-23T04:10:59.163259+00:00,10.10.1.118,Dashboard,DOWNLOAD,success,Ahmedabad,laptop,S846104,
L00084789,U00318,2026-08-02T06:09:56.163266+00:00,10.10.11.14,Transactions,READ,success,Pune,desktop,S940541,
L00084790,U00020,2026-08-22T08:44:20.163274+00:00,10.10.20.98,Reports,READ,success,Chennai,laptop,S660130,
L00084791,U00670,2026-09-05T19:53:40.163283+00:00,10.10.1.232,Profile,DOWNLOAD,success,Pune,mobile,S973174,
L00084792,U00553,2026-08-12T07:14:33.163290+00:00,10.10.8.180,Transactions,VIEW,success,Ahmedabad,tablet,S977033,
L00084793,U00899,2026-08-11T12:19:51.163299+00:00,10.10.2.234,Transactions,READ,success,Chennai,desktop,S378816,
L00084794,U00074,2026-07-01T07:04:47.163306+00:00,10.10.5.198,Reports,DOWNLOAD,success,Mumbai,laptop,S544687,
L00084795,U00819,2026-08-25T17:18:47.163314+00:00,10.10.3.194,Dashboard,READ,success,Pune,laptop,S308433,
L00084796,U00155,2026-06-12T11:53:55.163325+00:00,10.10.5.43,Dashboard,DOWNLOAD,success,Mumbai,mobile,S720603,
L00084797,U00709,2026-07-28T01:57:24.163335+00:00,10.10.8.114,Dashboard,VIEW,success,Chennai,mobile,S864356,
L00084798,U00802,2026-07-16T14:22:56.163342+00:00,10.10.14.81,Documents,VIEW,success,Ahmedabad,mobile,S936942,
L00084799,U00917,2026-08-28T21:43:54.163350+00:00,10.10.9.206,Reports,VIEW,success,Chennai,tablet,S761814,
L00084800,U00626,2026-08-22T13:32:44.163357+00:00,10.10.6.10,Transactions,DOWNLOAD,success,Chennai,laptop,S532421,
L00084801,U00626,2026-08-24T05:23:47.163365+00:00,10.10.5.251,Documents,READ,success,Chennai,desktop,S202273,
L00084802,U00721,2026-08-09T13:37:16.163373+00:00,10.10.19.203,Documents,DOWNLOAD,success,Kolkata,desktop,S548597,
L00084803,U00582,2026-07-18T10:38:54.163381+00:00,10.10.15.24,Dashboard,DOWNLOAD,success,Chennai,mobile,S540167,
L00084804,U00814,2026-06-28T21:39:45.163388+00:00,10.10.9.51,Reports,READ,success,Mumbai,tablet,S133213,
L00084805,U00248,2026-08-23T21:23:38.163395+00:00,10.10.20.213,Transactions,READ,success,Mumbai,desktop,S155853,
L00084806,U00136,2026-06-22T01:02:45.163409+00:00,10.10.6.15,Dashboard,VIEW,success,Bangalore,mobile,S835646,
L00084807,U00751,2026-08-26T21:30:27.163420+00:00,10.10.15.183,Transactions,DOWNLOAD,success,Hyderabad,tablet,S818975,
L00084808,U00790,2026-06-29T13:04:01.163429+00:00,10.10.19.39,Transactions,READ,success,Mumbai,laptop,S540549,
L00084809,U00933,2026-06-23T14:14:27.163437+00:00,10.10.5.234,Profile,READ,success,Pune,laptop,S641337,
L00084810,U00342,2026-06-28T10:42:39.163444+00:00,10.10.6.241,Dashboard,READ,success,Chennai,laptop,S516005,
L00084811,U00201,2026-08-08T11:22:10.163452+00:00,10.10.12.116,Dashboard,DOWNLOAD,success,Chennai,tablet,S642120,
L00084812,U00580,2026-07-14T12:40:00.163460+00:00,10.10.6.80,Documents,VIEW,success,Delhi,desktop,S450020,
L00084813,U00033,2026-06-13T01:32:44.163467+00:00,10.10.20.79,Profile,DOWNLOAD,success,Chennai,desktop,S332639,
L00084814,U00672,2026-07-06T04:45:41.163475+00:00,10.10.1.120,Transactions,VIEW,success,Ahmedabad,tablet,S142926,
L00084815,U00499,2026-06-21T05:04:52.163482+00:00,10.10.12.113,Dashboard,READ,success,Ahmedabad,laptop,S394805,
L00084816,U00477,2026-07-12T07:22:56.163492+00:00,10.10.13.116,Documents,VIEW,success,Delhi,desktop,S935490,
L00084817,U00974,2026-09-04T06:00:19.163500+00:00,10.10.13.50,Transactions,READ,success,Delhi,tablet,S545756,
L00084818,U00541,2026-08-31T18:26:14.163508+00:00,10.10.9.91,Documents,READ,success,Kolkata,laptop,S620943,
L00084819,U00336,2026-08-27T07:54:45.163515+00:00,10.10.20.82,Dashboard,DOWNLOAD,success,Hyderabad,mobile,S178367,
L00084820,U00737,2026-09-04T00:53:00.163522+00:00,10.10.8.63,Transactions,DOWNLOAD,success,Chennai,tablet,S825098,
L00084821,U00130,2026-08-22T06:46:02.163530+00:00,10.10.13.194,Transactions,READ,success,Kolkata,tablet,S188889,
L00084822,U00444,2026-07-17T16:24:14.163538+00:00,10.10.8.251,Profile,VIEW,success,Ahmedabad,mobile,S516668,
L00084823,U00364,2026-07-24T14:59:33.163546+00:00,10.10.4.134,Profile,VIEW,success,Bangalore,laptop,S353431,
L00084824,U00322,2026-06-24T10:53:08.163554+00:00,10.10.12.5,Transactions,READ,success,Mumbai,desktop,S849148,
L00084825,U00910,2026-08-04T17:46:57.163561+00:00,10.10.17.122,Profile,DOWNLOAD,success,Hyderabad,desktop,S782520,
L00084826,U00367,2026-08-13T02:25:43.163572+00:00,10.10.19.28,Transactions,READ,success,Hyderabad,desktop,S470817,
L00084827,U00519,2026-06-09T18:40:13.163579+00:00,10.10.3.19,Reports,DOWNLOAD,success,Pune,laptop,S743075,
L00084828,U00877,2026-07-30T05:23:27.163591+00:00,10.10.2.24,Transactions,DOWNLOAD,success,Hyderabad,desktop,S155756,
L00084829,U00866,2026-08-17T20:41:09.163599+00:00,10.10.2.162,Dashboard,READ,success,Ahmedabad,tablet,S256402,
L00084830,U00610,2026-07-10T07:47:55.163607+00:00,10.10.8.156,Profile,VIEW,success,Ahmedabad,laptop,S895704,
L00084831,U00087,2026-06-12T01:26:13.163615+00:00,10.10.20.185,Profile,DOWNLOAD,success,Mumbai,tablet,S806302,
L00084832,U00314,2026-08-17T17:15:07.163623+00:00,10.10.1.242,Reports,DOWNLOAD,success,Pune,tablet,S347305,
