transaction_code,account_code,transaction_timestamp,amount,currency,merchant,category,location,payment_method,channel,status
T00093936,A000880,2026-08-05T00:04:13.282992+00:00,716.48,INR,Uber,Travel,Delhi,netbanking,branch,success
T00093937,A000749,2026-07-19T00:40:19.283001+00:00,258.91,INR,Reliance Digital,Shopping,Mumbai,netbanking,mobile,success
T00093938,A001118,2026-07-03T12:47:13.283010+00:00,1940.87,INR,Coursera,Education,Kolkata,upi,mobile,success
T00093939,A000988,2026-07-07T20:21:00.283019+00:00,2401.2,INR,Swiggy,Food,Pune,upi,branch,success
T00093940,A001014,2026-08-02T03:15:57.283028+00:00,1203.89,INR,Apollo Pharmacy,Healthcare,Delhi,card,branch,success
T00093941,A000726,2026-06-11T16:04:48.283037+00:00,3868.48,INR,Coursera,Education,Kolkata,card,mobile,success
T00093942,A000041,2026-06-16T15:56:00.283045+00:00,1192.44,INR,Electricity Board,Utilities,Pune,upi,online,success
T00093943,A000765,2026-08-04T21:18:28.283054+00:00,455.12,INR,Reliance Digital,Electronics,Chennai,upi,mobile,success
T00093944,A000875,2026-06-19T06:30:22.283062+00:00,2727.42,INR,Zomato,Food,Hyderabad,card,online,success
T00093945,A000345,2026-06-22T01:20:51.283071+00:00,2118.34,INR,Swiggy,Food,Ahmedabad,upi,online,success
T00093946,A001209,2026-08-27T18:30:38.283083+00:00,5269.84,INR,Spotify,Entertainment,Chennai,upi,branch,success
T00093947,A001212,2026-08-17T20:54:02.283092+00:00,2178.63,INR,Spotify,Entertainment,Pune,upi,mobile,success
T00093948,A000156,2026-06-11T11:58:09.283101+00:00,752.54,INR,Apollo Pharmacy,Healthcare,Ahmedabad,upi,online,success
T00093949,A000449,2026-07-28T10:37:21.283114+00:00,940.98,INR,Reliance Digital,Electronics,Bangalore,card,online,success
T00093950,A000102,2026-07-24T18:01:03.283123+00:00,2409.98,INR,Jio,Utilities,Bangalore,netbanking,online,success
T00093951,A000705,2026-07-02T04:11:02.283132+00:00,2328.55,INR,Swiggy,Food,Delhi,netbanking,online,success
T00093952,A000490,2026-07-13T10:02:42.283141+00:00,1193.09,INR,Amazon,Shopping,Delhi,card,mobile,success
T00093953,A000989,2026-08-19T10:44:47.283150+00:00,13291.57,INR,Croma,Electronics,Kolkata,upi,online,success
T00093954,A001104,2026-07-06T16:29:00.283159+00:00,1486.03,INR,Electricity Board,Utilities,Kolkata,upi,branch,success
T00093955,A001227,2026-08-19T19:18:00.283168+00:00,597.53,INR,Reliance Digital,Electronics,Mumbai,netbanking,online,success
T00093956,A000535,2026-06-10T21:22:27.283180+00:00,7710.46,INR,Uber,Travel,Delhi,netbanking,online,success
T00093957,A000363,2026-07-26T07:19:14.283192+00:00,654.88,INR,IndiGo,Travel,Kolkata,card,mobile,success
T00093958,A001017,2026-08-24T22:57:17.283200+00:00,311.07,INR,Flipkart,Shopping,Bangalore,upi,branch,success
T00093959,A000169,2026-07-09T09:29:32.283212+00:00,3682.63,INR,Reliance Digital,Shopping,Ahmedabad,upi,branch,success
T00093960,A001146,2026-07-04T07:46:16.283221+00:00,1908.4,INR,Udemy,Education,Mumbai,card,branch,success
T00093961,A000642,2026-08-11T02:53:05.283229+00:00,2161.59,INR,Spotify,Entertainment,Mumbai,upi,online,success
T00093962,A001041,2026-07-21T13:29:30.283237+00:00,3453.28,INR,Flipkart,Shopping,Hyderabad,upi,mobile,success
T00093963,A000931,2026-06-10T18:34:59.283246+00:00,2094.54,INR,Netflix,Entertainment,Mumbai,upi,branch,success
T00093964,A001039,2026-06-27T13:17:46.283254+00:00,993.35,INR,Electricity Board,Utilities,Ahmedabad,netbanking,online,success
T00093965,A001240,2026-08-06T06:47:31.283263+00:00,497.5,INR,Uber,Travel,Kolkata,netbanking,mobile,success
T00093966,A000284,2026-08-22T10:32:05.283291+00:00,4756.13,INR,Croma,Electronics,Kolkata,card,branch,success
T00093967,A000906,2026-06-22T00:16:28.283301+00:00,1095.24,INR,Coursera,Education,Pune,upi,branch,success
T00093968,A000073,2026-09-01T09:09:31.283309+00:00,554.28,INR,Udemy,Education,Ahmedabad,netbanking,mobile,success
T00093969,A000754,2026-07-22T00:17:41.283318+00:00,964.56,INR,Amazon,Shopping,Mumbai,upi,branch,success
T00093970,A000871,2026-07-18T19:51:03.283327+00:00,4250.57,INR,MedPlus,Healthcare,Chennai,netbanking,mobile,success
T00093971,A000653,2026-06-24T23:25:16.283336+00:00,1643.86,INR,MedPlus,Healthcare,Pune,netbanking,online,success
T00093972,A000003,2026-07-24T11:27:04.283344+00:00,7541.69,INR,Spotify,Entertainment,Delhi,upi,mobile,success
T00093973,A000086,2026-07-11T11:36:19.283352+00:00,2969.27,INR,McDonalds,Food,Chennai,upi,branch,success
T00093974,A001214,2026-07-10T04:33:48.283361+00:00,1769.76,INR,MedPlus,Healthcare,Bangalore,upi,online,success
T00093975,A001162,2026-08-04T19:32:06.283370+00:00,279.07,INR,IndiGo,Travel,Ahmedabad,upi,mobile,success
T00093976,A000523,2026-08-05T15:02:57.283383+00:00,3338.58,INR,MedPlus,Healthcare,Hyderabad,upi,branch,success
T00093977,A000870,2026-08-02T04:49:06.283391+00:00,1816.51,INR,Jio,Utilities,Chennai,upi,mobile,success
T00093978,A000806,2026-08-25T23:03:05.283401+00:00,3699.59,INR,MedPlus,Healthcare,Ahmedabad,netbanking,branch,success
T00093979,A000086,2026-08-30T08:24:44.283409+00:00,550.34,INR,Jio,Utilities,Chennai,netbanking,branch,success
T00093980,A000396,2026-07-25T19:41:35.283418+00:00,327.41,INR,BookMyShow,Entertainment,Chennai,upi,branch,success
T00093981,A000016,2026-07-17T03:13:01.283427+00:00,728.69,INR,Apollo Pharmacy,Healthcare,Ahmedabad,upi,online,success
T00093982,A000229,2026-07-19T01:49:14.283436+00:00,809.33,INR,Swiggy,Food,Chennai,netbanking,branch,success
T00093983,A000335,2026-07-14T14:01:18.283445+00:00,3571.01,INR,MedPlus,Healthcare,Bangalore,netbanking,branch,success
T00093984,A000941,2026-07-31T19:22:18.283454+00:00,725.27,INR,Electricity Board,Utilities,Chennai,upi,mobile,success
T00093985,A000110,2026-08-06T19:00:09.283462+00:00,468.26,INR,Dominos,Food,Mumbai,netbanking,mobile,success
T00093986,A000238,2026-09-01T11:22:33.283473+00:00,3292.64,INR,Coursera,Education,Hyderabad,netbanking,mobile,success
T00093987,A000572,2026-08-03T16:41:36.283482+00:00,1161.4,INR,XYZ Electronics,Electronics,Ahmedabad,netbanking,branch,success
T00093988,A000895,2026-08-21T19:53:31.283491+00:00,850.11,INR,Airtel,Utilities,Hyderabad,card,branch,success
T00093989,A001180,2026-06-21T16:38:33.283500+00:00,1120.45,INR,BookMyShow,Entertainment,Chennai,card,mobile,success
T00093990,A000521,2026-07-10T05:44:44.283508+00:00,4092.27,INR,Netflix,Entertainment,Ahmedabad,upi,branch,success
T00093991,A000480,2026-08-10T10:35:19.283520+00:00,1030.57,INR,Ola,Travel,Ahmedabad,netbanking,branch,success
T00093992,A000071,2026-08-17T07:04:59.283529+00:00,2434.67,INR,Amazon,Shopping,Kolkata,upi,online,success
T00093993,A000413,2026-07-12T21:31:06.283538+00:00,624.8,INR,MedPlus,Healthcare,Bangalore,upi,mobile,success
T00093994,A001091,2026-08-15T03:20:49.283546+00:00,2073.59,INR,Udemy,Education,Mumbai,netbanking,mobile,success
T00093995,A000290,2026-09-05T20:40:18.283554+00:00,393.71,INR,Apollo Pharmacy,Healthcare,Delhi,card,online,success
T00093996,A000053,2026-09-02T23:22:09.283565+00:00,1138.05,INR,Reliance Digital,Electronics,Ahmedabad,card,mobile,success
T00093997,A000614,2026-07-12T06:41:27.283574+00:00,3958.18,INR,Electricity Board,Utilities,Mumbai,upi,mobile,success
T00093998,A000677,2026-06-13T02:07:09.283583+00:00,885.57,INR,McDonalds,Food,Delhi,netbanking,mobile,success
T00093999,A000349,2026-09-01T14:31:17.283592+00:00,2249.64,INR,MedPlus,Healthcare,Bangalore,netbanking,online,success
T00094000,A000226,2026-07-30T04:39:10.283600+00:00,1999.89,INR,McDonalds,Food,Hyderabad,upi,online,success
T00094001,A001150,2026-07-01T03:02:09.283609+00:00,1293.19,INR,Coursera,Education,Pune,upi,branch,success
T00094002,A000325,2026-08-27T21:36:15.283618+00:00,586.68,INR,Airtel,Utilities,Bangalore,netbanking,mobile,success
T00094003,A000403,2026-06-08T20:35:13.283627+00:00,4247.74,INR,XYZ Electronics,Electronics,Bangalore,upi,branch,success
T00094004,A000760,2026-09-04T17:05:43.283635+00:00,1250.35,INR,Uber,Travel,Ahmedabad,netbanking,mobile,success
T00094005,A000859,2026-09-05T02:29:35.283644+00:00,691.22,INR,Udemy,Education,Chennai,netbanking,branch,success
T00094006,A000567,2026-07-20T18:52:42.283655+00:00,2149.76,INR,Jio,Utilities,Ahmedabad,card,online,success
T00094007,A000854,2026-08-04T22:43:07.283665+00:00,3261.36,INR,MakeMyTrip,Travel,Bangalore,upi,online,success
T00094008,A001229,2026-06-21T05:05:03.283675+00:00,1715.06,INR,Amazon,Shopping,Chennai,upi,branch,success
T00094009,A000898,2026-06-11T17:14:37.283684+00:00,2855.37,INR,XYZ Electronics,Electronics,Bangalore,netbanking,online,success
T00094010,A000389,2026-07-18T22:11:07.283692+00:00,2745.14,INR,MakeMyTrip,Travel,Kolkata,netbanking,online,success
T00094011,A000915,2026-09-05T15:31:49.283701+00:00,159.79,INR,XYZ Electronics,Electronics,Ahmedabad,upi,mobile,success
T00094012,A000172,2026-08-21T09:59:14.283710+00:00,1097.63,INR,MedPlus,Healthcare,Hyderabad,upi,branch,success
T00094013,A000138,2026-08-31T13:06:34.283718+00:00,1598.14,INR,Reliance Digital,Electronics,Kolkata,upi,online,success
T00094014,A000166,2026-06-11T09:58:35.283728+00:00,903.9,INR,Dominos,Food,Delhi,upi,mobile,success
T00094015,A000577,2026-08-10T20:53:16.283737+00:00,625.86,INR,Apollo Pharmacy,Healthcare,Chennai,card,branch,success
T00094016,A000177,2026-07-08T23:50:07.283749+00:00,563.19,INR,Swiggy,Food,Ahmedabad,card,online,success
T00094017,A001190,2026-06-21T23:36:50.283757+00:00,2397.28,INR,BookMyShow,Entertainment,Pune,card,branch,success
T00094018,A000456,2026-06-21T06:26:08.283766+00:00,492.21,INR,Swiggy,Food,Ahmedabad,card,online,success
T00094019,A000113,2026-08-20T20:49:03.283774+00:00,1219.2,INR,Ola,Travel,Bangalore,card,branch,success
T00094020,A000570,2026-07-22T14:35:41.283782+00:00,2131.15,INR,Netflix,Entertainment,Kolkata,card,branch,success
T00094021,A001044,2026-07-21T16:11:02.283790+00:00,1183.98,INR,Uber,Travel,Chennai,upi,mobile,success
T00094022,A000827,2026-08-24T11:16:46.283801+00:00,1514.2,INR,Coursera,Education,Mumbai,upi,mobile,success
T00094023,A000434,2026-07-26T03:47:48.283813+00:00,9099.34,INR,Jio,Utilities,Chennai,card,online,success
T00094024,A000677,2026-07-03T04:19:10.283822+00:00,775.89,INR,Reliance Digital,Shopping,Delhi,netbanking,mobile,success
T00094025,A001150,2026-08-12T20:34:03.283831+00:00,380.46,INR,Jio,Utilities,Pune,card,mobile,success
T00094026,A000180,2026-07-22T20:22:41.283842+00:00,1084.31,INR,IndiGo,Travel,Pune,upi,online,success
T00094027,A000703,2026-08-23T17:51:12.283851+00:00,3196.02,INR,Zomato,Food,Chennai,card,mobile,success
T00094028,A000031,2026-08-01T20:20:27.283860+00:00,3524.34,INR,Swiggy,Food,Pune,upi,mobile,success
T00094029,A001033,2026-07-11T09:02:55.283869+00:00,2430.24,INR,Zomato,Food,Pune,card,mobile,success
T00094030,A000202,2026-07-14T10:59:24.283879+00:00,1761.72,INR,Reliance Digital,Electronics,Bangalore,card,branch,success
T00094031,A000161,2026-06-16T17:34:34.283889+00:00,4029.99,INR,Croma,Electronics,Ahmedabad,card,branch,success
T00094032,A000754,2026-08-19T10:31:10.283897+00:00,1859.95,INR,Flipkart,Shopping,Mumbai,card,branch,success
T00094033,A000354,2026-08-26T07:05:12.283907+00:00,2946.42,INR,Amazon,Shopping,Chennai,netbanking,online,success
T00094034,A000699,2026-08-12T02:43:59.283916+00:00,1171.63,INR,Reliance Digital,Shopping,Hyderabad,upi,mobile,success
T00094035,A001124,2026-06-24T05:37:51.283925+00:00,1526.86,INR,Flipkart,Shopping,Chennai,card,online,success
T00094036,A000030,2026-07-15T20:35:03.283938+00:00,1886.79,INR,Swiggy,Food,Pune,card,online,success
T00094037,A000427,2026-08-30T20:29:13.283948+00:00,1228.22,INR,Amazon,Shopping,Delhi,netbanking,online,success
T00094038,A000553,2026-08-25T17:33:03.283956+00:00,1916.57,INR,XYZ Electronics,Electronics,Delhi,netbanking,online,success
T00094039,A000558,2026-06-10T17:50:44.283965+00:00,3115.63,INR,XYZ Electronics,Electronics,Pune,upi,online,success
T00094040,A000300,2026-07-10T13:47:00.283975+00:00,2966.3,INR,Dominos,Food,Kolkata,netbanking,online,success
T00094041,A000962,2026-09-01T09:05:21.283984+00:00,1703.71,INR,XYZ Electronics,Electronics,Chennai,card,online,success
T00094042,A000831,2026-07-22T01:07:02.283992+00:00,347.95,INR,Apollo Pharmacy,Healthcare,Pune,card,mobile,success
T00094043,A000438,2026-09-03T09:21:46.284001+00:00,1101.88,INR,Reliance Digital,Shopping,Chennai,upi,online,success
T00094044,A000736,2026-08-09T15:09:55.284009+00:00,2537.5,INR,Uber,Travel,Chennai,upi,branch,success
T00094045,A000466,2026-09-05T14:34:16.284019+00:00,7995.03,INR,Udemy,Education,Bangalore,netbanking,mobile,success
T00094046,A000700,2026-08-16T14:37:45.284031+00:00,1224.31,INR,Airtel,Utilities,Ahmedabad,card,online,success
T00094047,A000335,2026-06-14T00:42:41.284039+00:00,6452.0,INR,Netflix,Entertainment,Bangalore,netbanking,mobile,success
T00094048,A000934,2026-06-28T18:27:44.284048+00:00,1216.49,INR,Udemy,Education,Mumbai,upi,mobile,success
T00094049,A000593,2026-08-11T00:01:55.284057+00:00,424.8,INR,Udemy,Education,Ahmedabad,netbanking,mobile,success
T00094050,A000153,2026-06-13T16:21:59.284066+00:00,650.6,INR,IndiGo,Travel,Delhi,upi,online,success
T00094051,A000897,2026-08-24T04:48:58.284075+00:00,1591.36,INR,Udemy,Education,Mumbai,upi,mobile,success
T00094052,A001229,2026-06-11T05:24:33.284085+00:00,1480.73,INR,Myntra,Shopping,Chennai,card,mobile,success
T00094053,A000304,2026-07-15T04:17:38.284093+00:00,1951.73,INR,McDonalds,Food,Hyderabad,card,mobile,success
T00094054,A000225,2026-09-02T14:28:34.284114+00:00,835.41,INR,BookMyShow,Entertainment,Ahmedabad,upi,mobile,success
T00094055,A000850,2026-08-23T02:35:02.284124+00:00,2968.11,INR,Zomato,Food,Pune,card,branch,success
T00094056,A000514,2026-08-06T19:07:13.284135+00:00,2001.68,INR,MakeMyTrip,Travel,Mumbai,netbanking,mobile,success
T00094057,A000661,2026-08-13T23:07:58.284144+00:00,1179.34,INR,Airtel,Utilities,Hyderabad,netbanking,online,success
T00094058,A000779,2026-08-10T14:59:46.284153+00:00,4139.13,INR,Swiggy,Food,Bangalore,netbanking,branch,success
T00094059,A000479,2026-07-20T03:48:18.284164+00:00,2153.95,INR,MedPlus,Healthcare,Chennai,upi,online,success
T00094060,A000957,2026-07-26T03:44:42.284173+00:00,276.72,INR,Coursera,Education,Bangalore,upi,mobile,success
T00094061,A000742,2026-08-14T00:33:23.284182+00:00,2137.16,INR,MedPlus,Healthcare,Delhi,netbanking,online,success
T00094062,A000053,2026-06-09T21:45:52.284191+00:00,302.62,INR,Airtel,Utilities,Ahmedabad,card,mobile,success
T00094063,A000165,2026-06-28T20:25:37.284199+00:00,2147.2,INR,MedPlus,Healthcare,Hyderabad,netbanking,online,success
T00094064,A001233,2026-07-18T04:49:00.284208+00:00,3448.83,INR,Coursera,Education,Bangalore,netbanking,online,success
T00094065,A001166,2026-06-11T19:45:07.284216+00:00,360.9,INR,Coursera,Education,Pune,card,branch,success
T00094066,A000705,2026-07-05T09:30:32.284228+00:00,1268.47,INR,Dominos,Food,Delhi,upi,online,success
T00094067,A000760,2026-08-16T19:49:24.284238+00:00,1399.07,INR,Swiggy,Food,Ahmedabad,card,branch,success
T00094068,A000431,2026-08-20T09:09:37.284246+00:00,2073.99,INR,Udemy,Education,Hyderabad,upi,online,success
T00094069,A000483,2026-06-27T21:47:15.284255+00:00,2125.15,INR,XYZ Electronics,Electronics,Bangalore,upi,online,success
T00094070,A000964,2026-06-30T10:38:12.284263+00:00,2289.72,INR,Netflix,Entertainment,Mumbai,card,mobile,success
T00094071,A001236,2026-07-20T06:43:59.284272+00:00,821.96,INR,XYZ Electronics,Electronics,Ahmedabad,netbanking,mobile,success
T00094072,A001245,2026-09-03T17:16:45.284281+00:00,879.84,INR,Coursera,Education,Delhi,upi,branch,success
T00094073,A001043,2026-06-09T21:39:53.284290+00:00,595.83,INR,IndiGo,Travel,Kolkata,card,online,success
T00094074,A000289,2026-06-16T07:55:54.284298+00:00,697.13,INR,Amazon,Shopping,Pune,upi,online,success
T00094075,A000466,2026-07-20T10:59:45.284307+00:00,1520.24,INR,Electricity Board,Utilities,Bangalore,netbanking,online,success
T00094076,A000169,2026-08-21T14:42:37.284323+00:00,3495.14,INR,Zomato,Food,Ahmedabad,netbanking,online,success
T00094077,A000856,2026-09-03T15:33:28.284332+00:00,372.03,INR,MakeMyTrip,Travel,Delhi,card,branch,success
T00094078,A001013,2026-07-16T12:10:05.284341+00:00,894.67,INR,XYZ Electronics,Electronics,Bangalore,upi,branch,success
T00094079,A001189,2026-08-17T10:51:28.284349+00:00,3506.64,INR,McDonalds,Food,Chennai,card,branch,success
T00094080,A000589,2026-07-30T06:52:09.284357+00:00,2090.6,INR,Jio,Utilities,Ahmedabad,upi,online,success
T00094081,A000011,2026-09-01T20:57:38.284367+00:00,618.56,INR,XYZ Electronics,Electronics,Bangalore,card,mobile,success
T00094082,A000459,2026-09-01T04:13:12.284375+00:00,553.24,INR,Jio,Utilities,Delhi,card,branch,success
T00094083,A000389,2026-08-25T20:07:21.284383+00:00,416.29,INR,Airtel,Utilities,Kolkata,upi,branch,success
T00094084,A000051,2026-07-31T21:43:03.284391+00:00,372.4,INR,BookMyShow,Entertainment,Bangalore,upi,mobile,success
T00094085,A000636,2026-07-15T14:12:49.284399+00:00,1758.26,INR,Spotify,Entertainment,Hyderabad,netbanking,mobile,success
T00094086,A000265,2026-07-22T10:33:17.284412+00:00,1132.22,INR,XYZ Electronics,Electronics,Bangalore,card,mobile,success
T00094087,A000398,2026-06-20T05:34:38.284420+00:00,1231.82,INR,Flipkart,Shopping,Kolkata,upi,mobile,success
T00094088,A000842,2026-08-31T01:12:07.284429+00:00,2161.51,INR,Swiggy,Food,Hyderabad,card,branch,success
T00094089,A000287,2026-07-01T05:40:41.284437+00:00,736.71,INR,Spotify,Entertainment,Chennai,card,branch,success
T00094090,A001190,2026-08-20T06:13:17.284446+00:00,1858.21,INR,Netflix,Entertainment,Pune,card,online,success
T00094091,A000890,2026-07-20T09:10:00.284455+00:00,817.17,INR,Airtel,Utilities,Bangalore,upi,online,success
T00094092,A000062,2026-06-17T01:44:18.284465+00:00,460.67,INR,Amazon,Shopping,Chennai,upi,branch,success
T00094093,A000288,2026-08-21T19:40:09.284474+00:00,1447.69,INR,Uber,Travel,Chennai,netbanking,branch,success
T00094094,A000942,2026-07-22T19:26:56.284482+00:00,1895.09,INR,Reliance Digital,Electronics,Chennai,netbanking,branch,success
T00094095,A000702,2026-08-09T04:28:40.284490+00:00,877.45,INR,Dominos,Food,Chennai,netbanking,branch,success
T00094096,A000814,2026-07-02T21:26:44.284501+00:00,2083.26,INR,Croma,Electronics,Delhi,netbanking,branch,success
T00094097,A000882,2026-06-21T03:09:32.284510+00:00,857.77,INR,Apollo Pharmacy,Healthcare,Kolkata,card,online,success
T00094098,A000693,2026-06-16T22:19:11.284519+00:00,894.96,INR,Dominos,Food,Delhi,netbanking,mobile,success
T00094099,A000470,2026-06-13T02:33:25.284527+00:00,1417.23,INR,Croma,Electronics,Hyderabad,card,mobile,success
T00094100,A000369,2026-07-25T14:58:18.284536+00:00,848.36,INR,Coursera,Education,Kolkata,upi,branch,success
T00094101,A001146,2026-07-27T20:30:06.284544+00:00,7017.31,INR,XYZ Electronics,Electronics,Mumbai,upi,mobile,success
T00094102,A000205,2026-08-09T07:33:10.284552+00:00,516.55,INR,Croma,Electronics,Bangalore,upi,branch,success
T00094103,A000217,2026-07-28T03:08:58.284561+00:00,2727.42,INR,BookMyShow,Entertainment,Mumbai,upi,online,success
T00094104,A000026,2026-06-18T02:30:54.284569+00:00,1156.95,INR,Uber,Travel,Chennai,card,online,success
T00094105,A000208,2026-08-27T15:55:56.284578+00:00,1067.86,INR,Coursera,Education,Ahmedabad,netbanking,online,success
T00094106,A000055,2026-08-30T21:25:34.284589+00:00,1469.8,INR,Airtel,Utilities,Bangalore,card,mobile,success
T00094107,A000099,2026-07-15T14:19:15.284597+00:00,1316.71,INR,Coursera,Education,Chennai,upi,mobile,success
T00094108,A000947,2026-08-10T15:38:59.284605+00:00,3302.36,INR,MedPlus,Healthcare,Pune,card,online,success
T00094109,A000512,2026-06-21T02:15:09.284614+00:00,1259.45,INR,Zomato,Food,Ahmedabad,card,online,success
T00094110,A001114,2026-09-01T07:54:59.284623+00:00,305.94,INR,Croma,Electronics,Chennai,upi,online,success
T00094111,A000277,2026-07-03T00:27:43.284634+00:00,928.26,INR,Dominos,Food,Kolkata,upi,branch,success
T00094112,A000577,2026-08-01T00:50:52.284644+00:00,3048.23,INR,Flipkart,Shopping,Chennai,card,online,success
T00094113,A000434,2026-07-03T13:16:48.284652+00:00,4264.44,INR,Udemy,Education,Chennai,upi,mobile,success
T00094114,A000184,2026-07-31T23:43:44.284660+00:00,859.3,INR,Croma,Electronics,Pune,netbanking,online,success
T00094115,A000689,2026-09-05T05:35:08.284669+00:00,2222.02,INR,Uber,Travel,Kolkata,upi,branch,success
T00094116,A000541,2026-07-24T06:04:58.284681+00:00,547.95,INR,Airtel,Utilities,Bangalore,upi,online,success
T00094117,A000536,2026-07-08T17:45:23.284689+00:00,2049.15,INR,Ola,Travel,Delhi,upi,mobile,success
T00094118,A000956,2026-06-15T18:16:03.284700+00:00,810.04,INR,Swiggy,Food,Hyderabad,netbanking,online,success
T00094119,A000676,2026-07-26T15:17:27.284708+00:00,164.84,INR,Airtel,Utilities,Delhi,netbanking,mobile,success
T00094120,A000863,2026-07-07T13:09:24.284716+00:00,1038.21,INR,Netflix,Entertainment,Mumbai,upi,mobile,success
T00094121,A000310,2026-07-25T05:19:08.284725+00:00,2745.23,INR,Swiggy,Food,Bangalore,netbanking,branch,success
T00094122,A000520,2026-07-20T05:50:29.284733+00:00,8584.13,INR,Reliance Digital,Shopping,Kolkata,card,branch,success
T00094123,A000346,2026-07-25T00:52:35.284742+00:00,2024.13,INR,Apollo Pharmacy,Healthcare,Delhi,upi,branch,success
T00094124,A000446,2026-07-05T21:56:30.284751+00:00,2384.59,INR,Apollo Pharmacy,Healthcare,Kolkata,netbanking,online,success
T00094125,A000488,2026-07-20T10:16:18.284759+00:00,1375.85,INR,Swiggy,Food,Bangalore,netbanking,branch,success
T00094126,A000328,2026-07-22T11:39:43.284770+00:00,2083.76,INR,McDonalds,Food,Kolkata,card,mobile,success
T00094127,A000712,2026-07-26T20:59:34.284779+00:00,1955.69,INR,Uber,Travel,Delhi,upi,branch,success
T00094128,A000550,2026-09-02T20:44:51.284787+00:00,2891.99,INR,BookMyShow,Entertainment,Delhi,netbanking,online,success
T00094129,A000677,2026-06-14T21:42:28.284795+00:00,557.83,INR,MedPlus,Healthcare,Delhi,upi,mobile,success
T00094130,A000529,2026-08-18T12:58:57.284804+00:00,1658.26,INR,Spotify,Entertainment,Hyderabad,card,branch,success
T00094131,A000749,2026-08-31T21:16:25.284812+00:00,1241.27,INR,MedPlus,Healthcare,Mumbai,upi,online,success
T00094132,A000527,2026-08-22T08:52:06.284821+00:00,2935.22,INR,MakeMyTrip,Travel,Bangalore,card,mobile,success
T00094133,A000902,2026-09-06T02:34:19.284831+00:00,590.66,INR,Electricity Board,Utilities,Hyderabad,card,mobile,success
T00094134,A001099,2026-08-15T04:09:21.284840+00:00,1330.37,INR,Croma,Electronics,Ahmedabad,upi,mobile,success
T00094135,A000066,2026-09-03T12:34:31.284849+00:00,1518.99,INR,Myntra,Shopping,Delhi,netbanking,branch,success
T00094136,A000373,2026-07-14T14:28:04.284860+00:00,1120.88,INR,Swiggy,Food,Hyderabad,card,online,success
T00094137,A001216,2026-08-10T03:11:19.284868+00:00,1159.26,INR,Apollo Pharmacy,Healthcare,Hyderabad,card,online,success
T00094138,A000108,2026-07-24T06:30:35.284877+00:00,197.98,INR,Spotify,Entertainment,Mumbai,upi,mobile,success
T00094139,A001051,2026-06-29T07:53:26.284886+00:00,2587.02,INR,Jio,Utilities,Ahmedabad,upi,online,success
T00094140,A000188,2026-06-29T03:08:23.284895+00:00,2036.36,INR,Swiggy,Food,Pune,card,mobile,success
T00094141,A000688,2026-07-31T14:21:24.284903+00:00,2409.01,INR,Ola,Travel,Delhi,upi,mobile,success
T00094142,A000811,2026-07-14T11:21:59.284912+00:00,952.14,INR,Zomato,Food,Mumbai,upi,online,success
T00094143,A000716,2026-07-07T14:50:40.284920+00:00,1132.73,INR,Spotify,Entertainment,Chennai,upi,branch,success
T00094144,A000920,2026-06-30T03:18:41.284929+00:00,3550.22,INR,BookMyShow,Entertainment,Kolkata,upi,online,success
T00094145,A001110,2026-08-10T11:52:38.284938+00:00,3690.82,INR,XYZ Electronics,Electronics,Pune,netbanking,online,success
T00094146,A000631,2026-07-11T23:23:24.284949+00:00,1915.57,INR,Reliance Digital,Electronics,Kolkata,upi,branch,success
T00094147,A000445,2026-06-24T05:22:33.284958+00:00,4594.69,INR,Myntra,Shopping,Ahmedabad,upi,mobile,success
T00094148,A001195,2026-07-06T06:40:34.284967+00:00,784.1,INR,Zomato,Food,Hyderabad,upi,mobile,success
T00094149,A001237,2026-07-05T07:16:39.284978+00:00,2998.86,INR,Airtel,Utilities,Mumbai,netbanking,branch,success
T00094150,A000478,2026-06-26T12:02:20.284989+00:00,785.12,INR,Uber,Travel,Chennai,netbanking,mobile,success
T00094151,A000146,2026-06-10T23:37:50.284998+00:00,1036.44,INR,Zomato,Food,Bangalore,netbanking,mobile,success
T00094152,A000447,2026-07-20T07:14:44.285007+00:00,287.65,INR,MakeMyTrip,Travel,Kolkata,card,online,success
T00094153,A000824,2026-09-03T08:11:50.285015+00:00,6465.94,INR,BookMyShow,Entertainment,Pune,netbanking,mobile,success
T00094154,A000765,2026-09-05T11:28:15.285023+00:00,2829.44,INR,Dominos,Food,Chennai,netbanking,mobile,success
T00094155,A000713,2026-07-05T01:01:30.285032+00:00,3032.09,INR,Amazon,Shopping,Kolkata,upi,online,success
T00094156,A001124,2026-07-26T05:00:10.285044+00:00,1995.03,INR,Reliance Digital,Electronics,Chennai,card,mobile,success
T00094157,A000691,2026-08-14T18:12:14.285053+00:00,528.61,INR,IndiGo,Travel,Kolkata,card,branch,success
T00094158,A000755,2026-06-16T10:40:55.285061+00:00,1968.34,INR,MedPlus,Healthcare,Pune,card,online,success
T00094159,A000493,2026-06-13T23:57:48.285071+00:00,3949.65,INR,Zomato,Food,Mumbai,upi,branch,success
T00094160,A001218,2026-08-25T06:44:07.285079+00:00,1225.61,INR,Udemy,Education,Delhi,upi,mobile,success
T00094161,A000846,2026-09-03T17:01:06.285091+00:00,1287.28,INR,Swiggy,Food,Bangalore,upi,online,success
T00094162,A000567,2026-06-18T12:25:11.285099+00:00,1183.44,INR,Croma,Electronics,Ahmedabad,netbanking,mobile,success
